"frequency","amplitude","phase"
0.0,356.1312519796847,0.8555381184301627
0.00044483985765124553,78.31835378364674,-2.4937456098831827
-0.0008896797153024911,30.848793182853203,0.6392021649018275
-0.0013345195729537367,20.992924182468528,0.6699019188536383
0.0013345195729537367,17.60222215483477,-2.395140990721945
-0.00044483985765124553,16.345254837280056,0.7209865453057165
-0.0017793594306049821,16.092547324749148,0.6904221995454525
0.0008896797153024911,15.05001482103238,-2.3604400456346992
-0.0022241992882562275,11.713133698974255,0.6378362889348425
0.0017793594306049821,10.577829730924885,-2.448553686854126
0.0022241992882562275,10.17694077757603,-2.479011829118722
-0.0026690391459074734,9.429393787210113,0.5964801405332787
-0.003113879003558719,7.856297843477814,0.5839133038444526
0.0026690391459074734,7.696074541324993,-2.480487208505206
0.003113879003558719,7.2596863530284255,-2.4813988639329585
-0.0035587188612099642,6.7272071583355695,0.5935428457022064
0.0035587188612099642,6.099746209548826,-2.483372030818458
-0.00400355871886121,5.883055962891795,0.6063269664851554
0.00400355871886121,5.6275838706383166,-2.4819161528222087
-0.004448398576512455,5.288427661464667,0.6143163658106395
0.004448398576512455,4.951529981308055,-2.4762737746810393
-0.004893238434163701,4.816152910677479,0.6213275466401181
0.004893238434163701,4.598568876796378,-2.4753905308042254
-0.005338078291814947,4.421431834677031,0.6260653793251089
0.005338078291814947,4.170737518636736,-2.475818791168992
-0.005782918149466192,4.089635719663111,0.6200508513577664
0.005782918149466192,3.8833872425382996,-2.4788902422766386
-0.006227758007117438,3.7872077030193125,0.6198419635277159
0.006227758007117438,3.5920823352692244,-2.477796304407649
-0.006672597864768683,3.5526729319972565,0.6110138365963774
0.006672597864768683,3.3773426517239344,-2.476700772069717
-0.0071174377224199285,3.3009713725697183,0.6165145171662956
0.0071174377224199285,3.1786748797526903,-2.4764202866779454
-0.007562277580071174,3.1202787737257656,0.6069300437113301
0.007562277580071174,3.002970237765637,-2.4724110581649077
-0.00800711743772242,2.907776219987294,0.6142780904673358
0.00800711743772242,2.8357190013587465,-2.4672635704122303
-0.008451957295373664,2.7945192504980776,0.6014035357903648
0.008451957295373664,2.694711137038469,-2.461288617529575
-0.00889679715302491,2.605939034695262,0.618525933265492
0.00889679715302491,2.5425491690422355,-2.4625117807605625
-0.009341637010676156,2.530344739949827,0.5991857871275728
0.009341637010676156,2.3872926239043606,-2.4665030503369447
-0.009786476868327402,2.3576825241021173,0.6149381004223391
-0.010231316725978648,2.335036392567905,0.593732527245026
0.009786476868327402,2.2580850124470766,-2.4542343255184766
0.010231316725978648,2.170722374484577,-2.458847375675917
-0.010676156583629894,2.152937704838647,0.6231307603701285
0.010676156583629894,2.148066981259121,-2.4625120702766177
-0.011120996441281138,2.1011206158993483,0.5888137131085072
0.011120996441281138,2.052497046204124,-2.4930911595340133
0.011565836298932384,2.028734266774996,-2.4756083661557597
