"frequency","amplitude","phase"
0.0,352.2789194319204,0.9264762532878625
0.00020650490449148167,102.97947628231749,1.0874968261134468
-0.00020650490449148167,101.25457018916596,1.2041497891679087
0.00010325245224574084,62.959603413920725,-2.8996549577235657
-0.00010325245224574084,56.08480073836614,-2.696445049717923
-0.0003097573567372225,32.539197390032726,0.7067407834551777
0.0003097573567372225,30.25277973761572,0.7880895608819536
-0.0005162622612287042,16.16357845534328,-0.5340246303873538
0.00041300980898296334,15.78923064157224,0.36012970877487116
-0.00041300980898296334,15.20193132834745,0.3242278548038036
0.0005162622612287042,14.522665979291844,-0.9996010443480716
0.000619514713474445,10.044653872372379,2.068110359314038
-0.000619514713474445,9.222679226640894,3.099339828579983
-0.0009292720702116675,9.044739105383721,0.47279635619611193
0.0009292720702116675,6.830563053207108,-0.15874604047641103
0.0008260196179659267,5.029894824337249,0.6058345630824636
-0.0007227671657201859,4.808183205472624,0.43746320576091585
0.0010325245224574084,4.272128310853864,1.7366181989456777
-0.0008260196179659267,3.942543517342474,0.26193016323114354
0.0007227671657201859,3.7158216514603115,-0.21321934217780966
0.0011357769747031492,2.923557059190217,-0.4531528778685113
-0.00123902942694889,2.855881013882171,-1.0560094255914731
-0.0013422818791946308,2.7002418597572233,1.792838143060423
-0.0015487867836861124,2.649335904511355,1.642435831060999
-0.0011357769747031492,2.2253687063495984,0.7792144592952717
-0.0016520392359318534,2.19421433232921,0.034116707482670296
-0.0010325245224574084,2.0897674331840026,-2.00735180122604
0.0014455343314403717,2.0812048328629076,1.7430283818994454
0.0013422818791946308,2.000621985693705,0.20855785239937935
0.0015487867836861124,1.777990551197485,0.6609446725442063
0.0021683014971605576,1.3651854406200439,-2.7983531558914936
0.0016520392359318534,1.2975898699950208,2.175142168028748
0.001858544140423335,1.2481282060896337,1.4359701787804897
-0.0019617965926690757,1.1727633141820193,2.1078893763203475
-0.002581311306143521,1.0188717530263378,1.0456632926237097
0.002374806401652039,1.0130877755420997,2.4875187159067242
-0.001858544140423335,0.9931962486288277,0.45311732010568434
-0.0017552916881775943,0.8946326412330706,1.2045065778111428
0.0019617965926690757,0.8804719093478091,1.1963467915075234
0.00123902942694889,0.7729208302289055,-2.568242022532193
0.0017552916881775943,0.7556244413490832,1.1862182279153868
0.0026845637583892616,0.7487377472578484,0.3146466658834966
0.002065049044914817,0.6587329745762248,1.6354978581652104
0.00247805885389778,0.632768179612773,0.36598603153317183
0.004026845637583892,0.6068751714311432,2.748973532934041
0.004336602994321115,0.5809625364925717,-0.4250450985979577
-0.00371708828084667,0.5733392475023412,1.3985705920977818
-0.0035105833763551886,0.5708433510493838,0.30948368291821077
-0.004543107898812597,0.5605367965795394,-0.7554136696721183
0.0022715539494062983,0.5346602654074629,2.1058785873636965
-0.004026845637583892,0.5292052905674838,-2.992993419336695
-0.0022715539494062983,0.5204655005603249,-2.687591990653468
-0.006504904491481673,0.5066511479400447,-0.5911188428558994
-0.004336602994321115,0.46825209975017357,0.1352673876309449
-0.0038203407330924108,0.4456399448253731,2.1719851700685124
0.0038203407330924108,0.44280883667728965,2.872147523181879
-0.004439855446566856,0.4414118257732398,-1.083761785737598
0.0028910686628807435,0.4359861446671258,-1.3703031073968577
-0.002065049044914817,0.428051386307882,1.9154873106580075
-0.0039235931853381515,0.42282064466549646,2.1928828367957096
-0.00247805885389778,0.40701555366006215,2.494489150973363
0.0039235931853381515,0.40530229525283856,2.52316649054743
-0.0028910686628807435,0.38376395569785837,-1.0825199361365163
0.0034073309241094475,0.3804922458281519,2.3194708190059545
-0.0034073309241094475,0.3712157189073387,-0.501378008991151
0.0027878162106350027,0.36936258972062663,1.9133485008301938
0.00371708828084667,0.35358207141454484,0.4908526496812967
-0.0014455343314403717,0.35252168031043724,0.7734763034397087
0.0036138358286009293,0.3388337803819967,0.46864109913078067
-0.006298399586990191,0.33289149777144855,-0.22409513801117326
-0.003200826019617966,0.3319172094657805,2.961772750326447
-0.004646360351058337,0.33030694027474117,-1.702399972026688
-0.005162622612287042,0.3291518784368187,-0.6871335661437813
0.004646360351058337,0.32441486806654163,2.970503402160272
-0.0052658750645327825,0.3239683492192983,-0.7283265770987393
-0.0033040784718637068,0.31200577627604476,0.8754104591304162
0.005162622612287042,0.3063474749897288,2.3820988279529005
0.0042333505420753745,0.29340652038517007,-2.2956834880097348
0.007124419204956118,0.29294823987928104,-0.5554652971563059
0.005885389778007228,0.29161032875402915,2.2333703033181402
-0.006401652039235932,0.2903372415779706,0.2561693277171614
0.005059370160041301,0.28989035806892866,1.747062993390682
0.0033040784718637068,0.2831441168421566,-3.0737696642571573
0.006504904491481673,0.2800867835657883,-0.08823568337447402
0.00485286525554982,0.2749376825809602,1.43501179478318
0.005988642230252968,0.272328754200742,-3.123642663218671
0.006401652039235932,0.26637705942095946,-0.3058362502360299
0.009499225606608156,0.2622551261399399,2.4354082264637382
0.003200826019617966,0.2614150200142903,1.3631729426673833
-0.005988642230252968,0.25520670200654744,2.615781212349912
-0.002374806401652039,0.25351270594057956,2.624100730448867
0.006298399586990191,0.24664370892990733,0.6687020371584421
-0.0027878162106350027,0.2443216780930244,-1.2002981675561633
0.005472379969024264,0.2417955617947308,-0.15718430597248542
0.004749612803304078,0.24128970216007034,1.4536673915347194
0.00495611770779556,0.23870984414054888,1.6326238009307459
0.00980898296334538,0.234554761174363,-0.4007327399143774
-0.0036138358286009293,0.22942889270716033,0.5347381848517423
-0.005059370160041301,0.2267185712250431,0.0078005829059370445
-0.0026845637583892616,0.2242636985331884,-2.2823232211661324
-0.010635002581311306,0.2181675871772889,-1.7834708591641322
-0.005369127516778523,0.2168879511019048,-1.4259015251773226
-0.006814661848218895,0.2140305653900654,2.7463341104852894
0.004130098089829634,0.2072690271349197,0.7744405122471346
0.005678884873515746,0.20574756057361548,0.8571663251127386
-0.0021683014971605576,0.20497247031818372,0.6023480060006274
0.008466701084150749,0.20394282330446398,1.53896644918586
0.009292720702116675,0.20365127659424342,1.9738648749582632
-0.00619514713474445,0.2026496218600322,1.0713291735093404
0.002581311306143521,0.1882595926276583,-2.4368848959776046
0.007330924109447599,0.18705467716403132,-0.3862111242830269
-0.007950438822922044,0.1867168633173351,-0.7012287983686847
-0.005678884873515746,0.1864993746206554,0.7837927207801657
-0.008879710893133712,0.1856962484783409,-0.6998934930415663
-0.012493546721734642,0.1837512525172735,-1.119699158342822
-0.014145585957666495,0.18193981492433436,-1.2972577691175267
0.004543107898812597,0.1790482825178486,-0.4411927193119469
0.004439855446566856,0.17549594244970942,-0.9918453363766709
0.006091894682498709,0.17482261620208406,1.535061816224665
0.006814661848218895,0.16975488821044854,1.881977826595802
-0.002994321115126484,0.1670559493175671,0.5027192413355134
-0.007847186370676303,0.16635363552162286,-0.3413727836825874
-0.00485286525554982,0.16528021488096448,-2.489645408800263
